stockid,year,bdivbmsypref,BvBmsy,MSY_pred,MSY
COD3NO,1999,0.259950762,0.2913541049690053,8122.254758715147,23566.91259
COD3NO,2e3,0.357877419,0.30946400308381344,8122.254758715147,23566.91259
COD3NO,2001,0.16487288,0.3278260521853144,8122.254758715147,23566.91259
COD3NO,2002,0.076916938,0.3458562244214406,8122.254758715147,23566.91259
COD3NO,2003,0.117155891,0.3607332104904347,8122.254758715147,23566.91259
COD3NO,2004,0.090092524,0.3762365648051927,8122.254758715147,23566.91259
COD3NO,2005,0.113416874,0.3978746520835454,8122.254758715147,23566.91259
COD3NO,2006,0.154902166,0.42121904871808225,8122.254758715147,23566.91259
COD3NO,2007,0.169324092,0.445347792435726,8122.254758715147,23566.91259
COD3NO,2008,0.17074848,0.4696808055765702,8122.254758715147,23566.91259
COD3NO,2009,0.537706371,0.4943949268265234,8122.254758715147,23566.91259
COD3NO,2010,0.134604641,0.5196742238137766,8122.254758715147,23566.91259
COD3NO,2011,0.13478269,0.5455776654438043,8122.254758715147,23566.91259
COD3Pn4RS,1978,0.440192683,1.5417011978891597,23599.689423585223,46842.8125
COD3Pn4RS,1979,0.466913645,1.4585519401132365,23599.689423585223,46842.8125
COD3Pn4RS,1980,0.517542835,1.3706722648862224,23599.689423585223,46842.8125
COD3Pn4RS,1981,0.599112086,1.26277802666252,23599.689423585223,46842.8125
COD3Pn4RS,1982,0.555514728,1.1556030410083253,23599.689423585223,46842.8125
COD3Pn4RS,1983,0.627239414,1.0388504674325452,23599.689423585223,46842.8125
COD3Pn4RS,1984,0.475351843,0.9221997722933418,23599.689423585223,46842.8125
COD3Pn4RS,1985,0.590673888,0.806343181438072,23599.689423585223,46842.8125
COD3Pn4RS,1986,0.555514728,0.7119406039551908,23599.689423585223,46842.8125
COD3Pn4RS,1987,0.424722653,0.6236408606319827,23599.689423585223,46842.8125
COD3Pn4RS,1988,0.285492379,0.5569619072691515,23599.689423585223,46842.8125
COD3Pn4RS,1989,0.26580325,0.5156869619191129,23599.689423585223,46842.8125
COD3Pn4RS,1990,0.167357602,0.4742274740823919,23599.689423585223,46842.8125
COD3Pn4RS,1991,0.116306501,0.4450933756704604,23599.689423585223,46842.8125
COD3Pn4RS,1992,0.074537419,0.4227729896327273,23599.689423585223,46842.8125
COD3Pn4RS,1993,0.036284253,0.4051660264794819,23599.689423585223,46842.8125
COD3Pn4RS,1994,0.016454487,0.4018340436072454,23599.689423585223,46842.8125
COD3Pn4RS,1995,0.023908229,0.42778753605215647,23599.689423585223,46842.8125
COD3Pn4RS,1996,0.027002235,0.45474378844125213,23599.689423585223,46842.8125
COD3Pn4RS,1997,0.029393058,0.4825557043423385,23599.689423585223,46842.8125
COD3Pn4RS,1998,0.031924517,0.5065572249092933,23599.689423585223,46842.8125
COD3Pn4RS,1999,0.037128073,0.5289676143122274,23599.689423585223,46842.8125
COD3Pn4RS,2e3,0.037549983,0.5489368834683428,23599.689423585223,46842.8125
COD3Pn4RS,2001,0.037831256,0.5693069112957755,23599.689423585223,46842.8125
COD3Pn4RS,2002,0.039800169,0.5903215951947424,23599.689423585223,46842.8125
COD3Pn4RS,2003,0.038112529,0.6122241293899972,23599.689423585223,46842.8125
COD3Pn4RS,2004,0.044159905,0.6394442189910047,23599.689423585223,46842.8125
COD3Pn4RS,2005,0.045144361,0.6671535976172521,23599.689423585223,46842.8125
COD3Pn4RS,2006,0.045988181,0.6935144392767684,23599.689423585223,46842.8125
COD3Pn4RS,2007,0.052035557,0.7185427693587407,23599.689423585223,46842.8125
COD3Pn4RS,2008,0.047253911,0.7431480075246945,23599.689423585223,46842.8125
COD3Pn4RS,2009,0.046128818,0.768028226118129,23599.689423585223,46842.8125
COD3Pn4RS,2010,0.044863088,0.7952602603350176,23599.689423585223,46842.8125
COD3Pn4RS,2011,0.039800169,0.8243662353633073,23599.689423585223,46842.8125
COD3Pn4RS,2012,0.037128073,0.8562010159161885,23599.689423585223,46842.8125
COD3Pn4RS,2013,0.034174704,0.8888674205834631,23599.689423585223,46842.8125
COD3Pn4RS,2014,0.044722452,0.9217113378461468,23599.689423585223,46842.8125
COD3Ps,1988,1.7,0.86583909503781,15268.126927746243,37840.87448
COD3Ps,1989,1.9,0.8045187212657733,15268.126927746243,37840.87448
COD3Ps,1990,1.8,0.7425511695045461,15268.126927746243,37840.87448
COD3Ps,1991,1.5,0.6796420911547278,15268.126927746243,37840.87448
COD3Ps,1992,1.3,0.6154153077489056,15268.126927746243,37840.87448
COD3Ps,1993,1,0.5626098017283463,15268.126927746243,37840.87448
COD3Ps,1994,1,0.558095793039962,15268.126927746243,37840.87448
COD3Ps,1995,1.4,0.5880246709258198,15268.126927746243,37840.87448
COD3Ps,1996,1.5,0.618598405895208,15268.126927746243,37840.87448
COD3Ps,1997,1.2,0.6491950797003205,15268.126927746243,37840.87448
COD3Ps,1998,1.3,0.6605164061646608,15268.126927746243,37840.87448
COD3Ps,1999,1.5,0.6464981011518648,15268.126927746243,37840.87448
COD3Ps,2e3,1.6,0.6205671963895164,15268.126927746243,37840.87448
COD3Ps,2001,1.7,0.5940476290273256,15268.126927746243,37840.87448
COD3Ps,2002,1.9,0.5873855979170222,15268.126927746243,37840.87448
COD3Ps,2003,2.3,0.5834304389349408,15268.126927746243,37840.87448
COD3Ps,2004,2.3,0.5793872547678532,15268.126927746243,37840.87448
COD3Ps,2005,1.9,0.5764442324403176,15268.126927746243,37840.87448
COD3Ps,2006,1.5,0.5743897084705238,15268.126927746243,37840.87448
COD3Ps,2007,1.2,0.5751497041111729,15268.126927746243,37840.87448
COD3Ps,2008,1,0.576412613927088,15268.126927746243,37840.87448
COD3Ps,2009,0.9,0.5805658065875178,15268.126927746243,37840.87448
COD3Ps,2010,1.1,0.5896638732543108,15268.126927746243,37840.87448
COD3Ps,2011,1.5,0.6024279253868474,15268.126927746243,37840.87448
COD3Ps,2012,1.6,0.6188193779495001,15268.126927746243,37840.87448
COD3Ps,2013,1.6,0.6397521081857414,15268.126927746243,37840.87448
COD3Ps,2014,1.6,0.662751750126803,15268.126927746243,37840.87448
COD4TVn,1975,0.046004029,0.5244633155745667,42263.02038222473,40721.7625
COD4TVn,1976,0.046880296,0.523743370046885,42263.02038222473,40721.7625
COD4TVn,1977,0.067034442,0.5230102612072928,42263.02038222473,40721.7625
COD4TVn,1978,0.108657134,0.5222609381905877,42263.02038222473,40721.7625
COD4TVn,1979,0.138888353,0.5197764332740639,42263.02038222473,40721.7625
COD4TVn,1980,0.147651025,0.49886495151352567,42263.02038222473,40721.7625
COD4TVn,1981,0.1603569,0.47676989130282393,42263.02038222473,40721.7625
COD4TVn,1982,0.161233167,0.44987627811569897,42263.02038222473,40721.7625
COD4TVn,1983,0.173062774,0.41965685431619737,42263.02038222473,40721.7625
COD4TVn,1984,0.16649077,0.3905307987578016,42263.02038222473,40721.7625
COD4TVn,1985,0.168681438,0.3577939137641759,42263.02038222473,40721.7625
COD4TVn,1986,0.168681438,0.32346484176104967,42263.02038222473,40721.7625
COD4TVn,1987,0.144145956,0.28727954261336247,42263.02038222473,40721.7625
COD4TVn,1988,0.12267741,0.25736107564487365,42263.02038222473,40721.7625
COD4TVn,1989,0.102961397,0.22543557314108487,42263.02038222473,40721.7625
COD4TVn,1990,0.082369118,0.18938041492243157,42263.02038222473,40721.7625
COD4TVn,1991,0.064843774,0.14981950895683044,42263.02038222473,40721.7625
COD4TVn,1992,0.049509097,0.11333891249647297,42263.02038222473,40721.7625
COD4TVn,1993,0.039388211,0.07763565836400635,42263.02038222473,40721.7625
COD4TVn,1994,0.040746425,0.08067308672119249,42263.02038222473,40721.7625
COD4TVn,1995,0.043375227,0.08968926276175976,42263.02038222473,40721.7625
COD4TVn,1996,0.045565895,0.09999360933218174,42263.02038222473,40721.7625
COD4TVn,1997,0.046880296,0.11140003733048119,42263.02038222473,40721.7625
COD4TVn,1998,0.045565895,0.12321634355531484,42263.02038222473,40721.7625
COD4TVn,1999,0.044689628,0.13500638170071666,42263.02038222473,40721.7625
COD4TVn,2e3,0.044251494,0.14379892915860437,42263.02038222473,40721.7625
COD4TVn,2001,0.044689628,0.15329611336497226,42263.02038222473,40721.7625
COD4TVn,2002,0.039300584,0.1638145066845387,42263.02038222473,40721.7625
COD4TVn,2003,0.035401195,0.1763943251916918,42263.02038222473,40721.7625
COD4TVn,2004,0.033210527,0.19338361707182794,42263.02038222473,40721.7625
COD4TVn,2005,0.028522498,0.21172681783799488,42263.02038222473,40721.7625
COD4TVn,2006,0.025674629,0.23084450311859836,42263.02038222473,40721.7625
COD4TVn,2007,0.023002014,0.2513276371447692,42263.02038222473,40721.7625
COD4TVn,2008,0.019277879,0.27448569429218245,42263.02038222473,40721.7625
COD4TVn,2009,0.015422303,0.2992481777257411,42263.02038222473,40721.7625
COD4TVn,2010,0.013932649,0.32684901732137933,42263.02038222473,40721.7625
